GP_name,quali_position,name_constructor,age_at_gp_in_days,driver,position,driver_confidence,constructor_reliability,driver_home,constructor_home
0,7,8,1.4089059580029863,9,0,0.9440993788819876,0.5301507537688442,0,0
0,3,8,-0.12781593393253213,16,2,0.8518518518518519,0.5301507537688442,0,0
0,8,8,0.07648164410418397,16,1,0.8518518518518519,0.5301507537688442,0,0
0,22,8,0.28077922214090006,16,2,0.8518518518518519,0.5301507537688442,0,0
0,8,8,0.4850768001776162,16,2,0.8518518518518519,0.5301507537688442,0,0
0,9,0,2.638620225800912,9,1,0.9440993788819876,0.42713567839195976,0,0
0,14,0,-0.26420140498451566,1,2,0.88,0.42713567839195976,0,0
0,19,3,0.6933031777919615,16,1,0.8518518518518519,0.34302325581395354,0,0
0,6,3,0.9015295554063067,16,2,0.8518518518518519,0.34302325581395354,0,0
0,6,3,1.1058271334430227,16,2,0.8518518518518519,0.34302325581395354,0,0
0,6,3,1.3061959119021098,16,2,0.8518518518518519,0.34302325581395354,0,0
0,17,3,-0.42472093058479266,8,2,0.9523809523809523,0.34302325581395354,0,0
0,5,3,-0.22042335254807652,8,2,0.9523809523809523,0.34302325581395354,0,0
0,7,3,-0.020054574088989575,8,1,0.9523809523809523,0.34302325581395354,0,0
0,10,6,0.5316611380266476,18,2,0.9333333333333333,0.6084788029925188,0,0
0,16,6,-1.2632390118673582,10,1,0.9230769230769231,0.6084788029925188,0,0
20,14,8,-0.5229409200255215,8,2,0.9523809523809523,0.5301507537688442,0,0
20,18,9,-0.6093745107333629,19,2,0.965034965034965,0.4962593516209476,0,0
20,18,9,-0.4011481331190177,19,1,0.965034965034965,0.4962593516209476,0,0
20,8,9,-0.1968505550823016,19,1,0.965034965034965,0.4962593516209476,0,0
20,11,9,0.11352461155040172,19,1,0.965034965034965,0.4962593516209476,0,0
20,13,9,-1.561827779767174,10,1,0.9230769230769231,0.4962593516209476,0,0
20,20,4,-0.2675689474796264,12,1,0.945273631840796,0.5914786967418546,0,0
20,2,4,-0.059342569865281136,12,1,0.945273631840796,0.5914786967418546,0,0
20,1,4,0.13709740901617665,12,0,0.945273631840796,0.5914786967418546,0,0
20,9,4,-0.694124330193649,18,1,0.9333333333333333,0.5914786967418546,0,0
20,8,4,-1.037613664694941,8,1,0.9523809523809523,0.5914786967418546,0,0
20,2,2,0.24485876885971922,17,0,0.955,0.8980099502487562,0,0
20,5,2,0.5552339354924225,17,2,0.955,0.8980099502487562,0,0
20,20,2,0.7595315135291386,17,1,0.955,0.8980099502487562,0,0
20,6,2,1.6210611351949606,9,2,0.9440993788819876,0.8980099502487562,0,0
20,11,2,1.8253587132316769,9,1,0.9440993788819876,0.8980099502487562,0,0
20,6,2,2.13573387986438,9,1,0.9440993788819876,0.8980099502487562,0,0
20,0,2,2.3400314579010963,9,2,0.9440993788819876,0.8980099502487562,0,0
20,4,5,0.3413949870528928,12,0,0.945273631840796,0.8778054862842892,0,0
20,1,5,0.549621364667238,12,0,0.945273631840796,0.8778054862842892,0,0
20,1,5,0.7539189427039541,12,0,0.945273631840796,0.8778054862842892,0,0
20,1,5,1.0642941093366574,12,2,0.945273631840796,0.8778054862842892,0,0
20,1,5,1.2685916873733736,12,0,0.945273631840796,0.8778054862842892,0,0
20,5,5,0.31782218958711783,19,1,0.965034965034965,0.8778054862842892,0,0
20,15,1,-0.7811191779840089,4,2,0.9421965317919075,0.4547738693467337,0,0
20,13,1,-0.5768215999472928,4,2,0.9421965317919075,0.4547738693467337,0,0
20,11,1,-1.356407687565421,5,1,0.9175257731958762,0.4547738693467337,0,0
20,15,1,-0.8417349428960016,5,2,0.9175257731958762,0.4547738693467337,0,0
20,15,1,-1.2239510160910667,2,1,0.9038461538461539,0.4547738693467337,0,0
20,16,1,-0.9135758494583633,2,2,0.9038461538461539,0.4547738693467337,0,0
20,14,1,-0.7092782714216472,2,2,0.9038461538461539,0.4547738693467337,0,0
20,6,1,-1.8553652339243238,13,1,0.9142857142857143,0.4547738693467337,0,0
20,15,1,-1.0033769826613155,15,2,0.9387755102040817,0.4547738693467337,0,0
20,14,6,-0.4858979525793038,18,2,0.9333333333333333,0.6084788029925188,0,0
20,14,6,-0.2816003745425877,18,2,0.9333333333333333,0.6084788029925188,0,0
20,7,6,0.028774792090115648,18,1,0.9333333333333333,0.6084788029925188,0,0
20,9,6,0.23307237012683174,18,1,0.9333333333333333,0.6084788029925188,0,0
20,6,6,-1.12853731206293,6,1,0.9230769230769231,0.6084788029925188,0,0
20,16,0,-1.094861887111823,18,2,0.9333333333333333,0.42713567839195976,0,0
20,9,0,-0.8984219082303652,18,0,0.9333333333333333,0.42713567839195976,0,0
20,3,7,-0.7766291213238613,17,0,0.955,0.825,0,0
20,1,7,-0.568402743709516,17,0,0.955,0.825,0,0
20,5,7,-0.37196276482805823,17,2,0.955,0.825,0,0
20,1,7,-0.16766518679134215,17,0,0.955,0.825,0,0
20,2,7,0.040561190823003114,17,0,0.955,0.825,0,0
20,5,7,-0.36859522233294756,4,2,0.9421965317919075,0.825,0,0
20,4,7,-0.16429764429623145,4,1,0.9421965317919075,0.825,0,0
20,4,7,0.14607752233647187,4,0,0.9421965317919075,0.825,0,0
20,4,7,0.350375100373188,4,0,0.9421965317919075,0.825,0,0
20,5,7,-1.152110109528705,5,1,0.9175257731958762,0.825,0,0
20,3,7,-1.5449900672916206,13,0,0.9142857142857143,0.825,0,0
20,3,7,-1.3406924892549044,13,0,0.9142857142857143,0.825,0,0
20,10,8,1.2085371795438993,9,1,0.9440993788819876,0.5301507537688442,0,0
20,10,8,1.4128347575806155,9,1,0.9440993788819876,0.5301507537688442,0,0
20,6,8,-0.12388713435490298,16,2,0.8518518518518519,0.5301507537688442,0,0
20,11,8,0.08041044368181313,16,1,0.8518518518518519,0.5301507537688442,0,0
20,15,8,0.28863682129615836,16,2,0.8518518518518519,0.5301507537688442,0,0
20,10,8,0.4929343993328745,16,2,0.8518518518518519,0.5301507537688442,0,0
20,12,3,0.8033095659655778,16,2,0.8518518518518519,0.34302325581395354,0,0
20,16,3,1.007607144002294,16,2,0.8518518518518519,0.34302325581395354,0,0
20,17,3,-0.3186433419888054,8,2,0.9523809523809523,0.34302325581395354,0,0
21,7,8,0.6646790665835205,4,1,0.9421965317919075,0.5301507537688442,0,0
21,17,8,-0.6172321098886213,8,2,0.9523809523809523,0.5301507537688442,0,0
21,9,8,-0.5992718832480308,2,1,0.9038461538461539,0.5301507537688442,0,0
21,16,9,-0.5975881120004755,19,2,0.965034965034965,0.4962593516209476,0,0
21,7,9,-0.38936173438613025,19,1,0.965034965034965,0.4962593516209476,0,0
21,5,9,-0.18899295592704327,19,1,0.965034965034965,0.4962593516209476,0,0
21,5,9,0.019233421687301983,19,1,0.965034965034965,0.4962593516209476,0,0
21,10,9,-1.660047769207903,10,2,0.9230769230769231,0.4962593516209476,0,0
21,18,9,-1.4518213915935576,10,2,0.9230769230769231,0.4962593516209476,0,0
21,17,9,-1.103842000432118,7,2,0.9583333333333334,0.4962593516209476,0,0
21,6,4,-0.2597113483243681,12,0,0.945273631840796,0.5914786967418546,0,0
21,3,4,-0.05541377028765198,12,0,0.945273631840796,0.5914786967418546,0,0
21,7,4,0.14888380774906412,12,0,0.945273631840796,0.5914786967418546,0,0
21,12,4,-0.6823379314607616,18,2,0.9333333333333333,0.5914786967418546,0,0
21,15,4,-1.0258272659620535,8,2,0.9523809523809523,0.5914786967418546,0,0
21,14,4,-0.3949743052113147,2,2,0.9038461538461539,0.5914786967418546,0,0
21,15,4,-1.460801504913853,11,2,0.9166666666666666,0.5914786967418546,0,0
21,3,2,0.25271636801497754,17,0,0.955,0.8980099502487562,0,0
21,4,2,0.4609427456293228,17,0,0.955,0.8980099502487562,0,0
21,2,2,0.6613115240884098,17,0,0.955,0.8980099502487562,0,0
21,1,2,0.869537901702755,17,1,0.955,0.8980099502487562,0,0
21,3,2,1.0738354797394711,17,0,0.955,0.8980099502487562,0,0
21,11,2,1.632847533927848,9,1,0.9440993788819876,0.8980099502487562,0,0
21,6,2,1.8332163123869352,9,1,0.9440993788819876,0.8980099502487562,0,0
21,3,2,2.0414426900012805,9,1,0.9440993788819876,0.8980099502487562,0,0
21,4,2,2.241811468460367,9,1,0.9440993788819876,0.8980099502487562,0,0
21,2,2,2.4500378460747125,9,0,0.9440993788819876,0.8980099502487562,0,0
21,4,2,-1.035368636364867,3,1,0.8444444444444444,0.8980099502487562,0,0
21,1,5,0.35318138578578023,12,0,0.945273631840796,0.8778054862842892,0,0
21,1,5,0.5614077634001255,12,0,0.945273631840796,0.8778054862842892,0,0
21,1,5,0.7617765418592124,12,0,0.945273631840796,0.8778054862842892,0,0
21,22,5,0.9700029194735577,12,1,0.945273631840796,0.8778054862842892,0,0
21,1,5,1.1703716979326446,12,0,0.945273631840796,0.8778054862842892,0,0
21,4,5,1.37859807554699,12,1,0.945273631840796,0.8778054862842892,0,0
21,2,5,1.582895653583706,12,0,0.945273631840796,0.8778054862842892,0,0
21,3,5,0.21960220014638893,19,1,0.965034965034965,0.8778054862842892,0,0
21,3,5,0.4278285777607342,19,0,0.965034965034965,0.8778054862842892,0,0
21,1,5,0.6321261557974504,19,0,0.965034965034965,0.8778054862842892,0,0
21,17,1,-0.7693327792511214,4,2,0.9421965317919075,0.4547738693467337,0,0
21,7,1,-0.5650352012144053,4,1,0.9421965317919075,0.4547738693467337,0,0
21,13,1,-1.3446212888325335,5,1,0.9175257731958762,0.4547738693467337,0,0
21,9,1,-0.7356573543000144,5,2,0.9175257731958762,0.4547738693467337,0,0
21,11,1,-0.323133398648953,5,2,0.9175257731958762,0.4547738693467337,0,0
21,14,1,-1.2160934169358084,2,2,0.9038461538461539,0.4547738693467337,0,0
21,8,1,-1.007867039321463,2,1,0.9038461538461539,0.4547738693467337,0,0
21,11,1,-0.8074982608623761,2,1,0.9038461538461539,0.4547738693467337,0,0
21,13,1,-1.8475076347690655,13,2,0.9142857142857143,0.4547738693467337,0,0
21,9,1,-1.6392812571547202,13,1,0.9142857142857143,0.4547738693467337,0,0
21,17,1,-0.8933705944876991,15,2,0.9387755102040817,0.4547738693467337,0,0
21,16,6,-0.4741115538464163,18,1,0.9333333333333333,0.6084788029925188,0,0
21,15,6,-0.27374277538732933,18,2,0.9333333333333333,0.6084788029925188,0,0
21,7,6,-0.0655163977729841,18,2,0.9333333333333333,0.6084788029925188,0,0
21,8,6,0.13485238068610286,18,1,0.9333333333333333,0.6084788029925188,0,0
21,8,6,0.3430787583004481,18,2,0.9333333333333333,0.6084788029925188,0,0
21,17,6,-1.2267573015036588,6,1,0.9230769230769231,0.6084788029925188,0,0
21,12,6,-1.0185309238893137,6,2,0.9230769230769231,0.6084788029925188,0,0
21,12,0,-1.0909330875341938,18,2,0.9333333333333333,0.42713567839195976,0,0
21,8,0,-0.8866355094974777,18,2,0.9333333333333333,0.42713567839195976,0,0
21,18,0,-0.6610101623250604,1,2,0.88,0.42713567839195976,0,0
21,19,0,-1.2396662144015833,3,2,0.8444444444444444,0.42713567839195976,0,0
21,1,7,-0.768771522168603,17,1,0.955,0.825,0,0
21,1,7,-0.5644739441318869,17,0,0.955,0.825,0,0
21,11,7,-0.3601763660951708,17,1,0.955,0.825,0,0
21,9,7,-0.15587878805845468,17,1,0.955,0.825,0,0
21,3,7,0.052347589555890583,17,1,0.955,0.825,0,0
21,2,7,-0.35680882360006005,4,1,0.9421965317919075,0.825,0,0
21,7,7,-0.15644004514097312,4,1,0.9421965317919075,0.825,0,0
21,2,7,0.05178633247337213,4,1,0.9421965317919075,0.825,0,0
21,5,7,0.25215511093245907,4,1,0.9421965317919075,0.825,0,0
21,6,7,0.46038148854680433,4,0,0.9421965317919075,0.825,0,0
21,12,7,-1.1442525103734467,5,2,0.9175257731958762,0.825,0,0
21,6,7,-0.9360261327591013,5,0,0.9175257731958762,0.825,0,0
21,16,7,-1.4389124786956333,13,0,0.9142857142857143,0.825,0,0
21,5,7,-1.230686101081288,13,1,0.9142857142857143,0.825,0,0
21,5,7,-1.026388523044572,13,1,0.9142857142857143,0.825,0,0
21,6,7,-0.689073016450983,15,1,0.9387755102040817,0.825,0,0
21,4,8,1.2203235782767867,9,2,0.9440993788819876,0.5301507537688442,0,0
21,2,8,1.424621156313503,9,0,0.9440993788819876,0.5301507537688442,0,0
21,10,8,-0.11210073562201552,16,1,0.8518518518518519,0.5301507537688442,0,0
21,6,8,0.0921968424147006,16,1,0.8518518518518519,0.5301507537688442,0,0
21,10,8,0.30042322002904587,16,2,0.8518518518518519,0.5301507537688442,0,0
21,8,8,0.5007919984881328,16,1,0.8518518518518519,0.5301507537688442,0,0
21,13,0,2.6543354241114288,9,1,0.9440993788819876,0.42713567839195976,0,0
21,14,3,0.7090183761024781,16,2,0.8518518518518519,0.34302325581395354,0,0
21,19,3,0.909387154561565,16,2,0.8518518518518519,0.34302325581395354,0,0
21,10,3,1.1176135321759102,16,2,0.8518518518518519,0.34302325581395354,0,0
21,10,3,1.3219111102126264,16,2,0.8518518518518519,0.34302325581395354,0,0
21,12,3,-0.4168633314295343,8,1,0.9523809523809523,0.34302325581395354,0,0
21,11,3,-0.20863695381518907,8,1,0.9523809523809523,0.34302325581395354,0,0
21,9,3,-0.004339375778472951,8,2,0.9523809523809523,0.34302325581395354,0,0
21,12,6,0.5473763363371642,18,1,0.9333333333333333,0.6084788029925188,0,0
21,16,6,-1.2475238135568416,10,2,0.9230769230769231,0.6084788029925188,0,0
4,10,8,0.6568214674282621,4,2,0.9421965317919075,0.5301507537688442,0,0
4,22,8,-0.6250897090438796,8,2,0.9523809523809523,0.5301507537688442,0,0
4,10,8,-0.60320068282566,2,2,0.9038461538461539,0.5301507537688442,0,0
4,15,9,-0.5936593124228463,19,2,0.965034965034965,0.4962593516209476,0,0
4,3,9,-0.39721933354138855,19,1,0.965034965034965,0.4962593516209476,0,0
4,5,9,-0.18506415634941412,19,1,0.965034965034965,0.4962593516209476,0,0
4,6,9,0.011375822532043672,19,1,0.965034965034965,0.4962593516209476,0,0
4,12,9,-1.6561189696302738,10,2,0.9230769230769231,0.4962593516209476,0,0
4,20,9,-1.4557501911711868,10,2,0.9230769230769231,0.4962593516209476,0,0
4,19,9,-1.1116995995873764,7,2,0.9583333333333334,0.4962593516209476,0,0
4,4,4,-0.27935534621251384,12,0,0.945273631840796,0.5914786967418546,0,0
4,2,4,0.15281260732669327,12,1,0.945273631840796,0.5914786967418546,0,0
4,12,4,-0.6784091318831325,18,1,0.9333333333333333,0.5914786967418546,0,0
4,8,4,-1.0336848651173118,8,2,0.9523809523809523,0.5914786967418546,0,0
4,7,4,-0.40283190436657307,2,2,0.9038461538461539,0.5914786967418546,0,0
4,9,4,-1.4686591040691113,11,1,0.9166666666666666,0.5914786967418546,0,0
4,2,2,0.2566451675926067,17,1,0.955,0.8980099502487562,0,0
4,3,2,0.4530851464740645,17,2,0.955,0.8980099502487562,0,0
4,3,2,0.6652403236660389,17,0,0.955,0.8980099502487562,0,0
4,1,2,0.8656091021251259,17,0,0.955,0.8980099502487562,0,0
4,2,2,1.0659778805842128,17,1,0.955,0.8980099502487562,0,0
4,5,2,1.6249899347725898,9,1,0.9440993788819876,0.8980099502487562,0,0
4,4,2,1.8371451119645643,9,0,0.9440993788819876,0.8980099502487562,0,0
4,4,2,2.0335850908460222,9,0,0.9440993788819876,0.8980099502487562,0,0
4,5,2,2.2457402680379963,9,1,0.9440993788819876,0.8980099502487562,0,0
4,2,2,2.4461090464970834,9,2,0.9440993788819876,0.8980099502487562,0,0
4,1,2,-1.0432262355201254,3,0,0.8444444444444444,0.8980099502487562,0,0
4,9,5,0.3571101853634094,12,1,0.945273631840796,0.8778054862842892,0,0
4,2,5,0.5535501642448671,12,0,0.945273631840796,0.8778054862842892,0,0
4,1,5,0.7657053414368415,12,0,0.945273631840796,0.8778054862842892,0,0
4,1,5,0.9621453203182994,12,0,0.945273631840796,0.8778054862842892,0,0
4,2,5,1.1743004975102738,12,0,0.945273631840796,0.8778054862842892,0,0
4,9,5,1.3746692759693608,12,0,0.945273631840796,0.8778054862842892,0,0
4,3,5,1.5750380544284477,12,0,0.945273631840796,0.8778054862842892,0,0
4,1,5,0.22353099972401808,19,0,0.965034965034965,0.8778054862842892,0,0
4,3,5,0.42389977818310504,19,0,0.965034965034965,0.8778054862842892,0,0
4,4,5,0.6242685566421919,19,0,0.965034965034965,0.8778054862842892,0,0
4,6,1,-0.7654039796734923,4,2,0.9421965317919075,0.4547738693467337,0,0
4,13,1,-0.5611064016367762,4,2,0.9421965317919075,0.4547738693467337,0,0
4,12,1,-1.3524788879877918,5,2,0.9175257731958762,0.4547738693467337,0,0
4,11,1,-0.7317285547223853,5,2,0.9175257731958762,0.4547738693467337,0,0
4,15,1,-0.3309909978042113,5,2,0.9175257731958762,0.4547738693467337,0,0
4,9,1,-1.2121646173581793,2,2,0.9038461538461539,0.4547738693467337,0,0
4,11,1,-1.0157246384767213,2,2,0.9038461538461539,0.4547738693467337,0,0
4,16,1,-0.8035694612847469,2,2,0.9038461538461539,0.4547738693467337,0,0
4,15,1,-1.8435788351914364,13,2,0.9142857142857143,0.4547738693467337,0,0
4,10,1,-1.6471388563099785,13,1,0.9142857142857143,0.4547738693467337,0,0
4,5,1,-0.8972993940653282,15,1,0.9387755102040817,0.4547738693467337,0,0
4,12,1,-0.7221871843195716,0,1,0.9565217391304348,0.4547738693467337,0,0
4,4,6,-0.4819691530016746,18,0,0.9333333333333333,0.6084788029925188,0,0
4,11,6,-0.2698139758097002,18,1,0.9333333333333333,0.6084788029925188,0,0
4,18,6,-0.07337399692824241,18,2,0.9333333333333333,0.6084788029925188,0,0
4,18,6,0.138781180263732,18,1,0.9333333333333333,0.6084788029925188,0,0
4,12,6,0.33914995872281894,18,2,0.9333333333333333,0.6084788029925188,0,0
4,14,6,-1.2228285019260297,6,1,0.9230769230769231,0.6084788029925188,0,0
4,8,6,-1.0224597234669428,6,1,0.9230769230769231,0.6084788029925188,0,0
4,8,0,-0.8827067099198486,18,2,0.9333333333333333,0.42713567839195976,0,0
4,19,0,-1.2435950139792125,3,2,0.8444444444444444,0.42713567839195976,0,0
4,1,7,-0.7884155200567488,17,1,0.955,0.825,0,0
4,1,7,-0.35624756651754164,17,0,0.955,0.825,0,0
4,2,7,-0.15194998848082553,17,0,0.955,0.825,0,0
4,10,7,0.04448999040063227,17,1,0.955,0.825,0,0
4,13,7,-0.3646664227553184,4,1,0.9421965317919075,0.825,0,0
4,7,7,-0.15251124556334397,4,1,0.9421965317919075,0.825,0,0
4,5,7,0.04392873331811382,4,1,0.9421965317919075,0.825,0,0
4,4,7,0.2560839105100882,4,1,0.9421965317919075,0.825,0,0
4,4,7,0.4564526889691752,4,2,0.9421965317919075,0.825,0,0
4,17,7,-1.1403237107958175,5,1,0.9175257731958762,0.825,0,0
4,15,7,-0.9438837319143597,5,1,0.9175257731958762,0.825,0,0
4,6,7,-1.4349836791180042,13,2,0.9142857142857143,0.825,0,0
4,15,7,-1.234614900658917,13,2,0.9142857142857143,0.825,0,0
4,5,7,-1.0342461221998303,13,1,0.9142857142857143,0.825,0,0
4,13,7,-0.6969306156062413,15,1,0.9387755102040817,0.825,0,0
4,11,8,1.2242523778544159,9,0,0.9440993788819876,0.5301507537688442,0,0
4,8,8,1.428549955891132,9,0,0.9440993788819876,0.5301507537688442,0,0
4,7,8,-0.10817193604438635,16,0,0.8518518518518519,0.5301507537688442,0,0
4,11,8,0.09612564199232974,16,0,0.8518518518518519,0.5301507537688442,0,0
4,16,8,0.29256562087378757,16,2,0.8518518518518519,0.5301507537688442,0,0
4,10,8,0.504720798065762,16,1,0.8518518518518519,0.5301507537688442,0,0
4,8,0,2.6464778249561705,9,1,0.9440993788819876,0.42713567839195976,0,0
4,16,0,-0.25634380582925737,1,2,0.88,0.42713567839195976,0,0
4,9,3,0.7011607769472198,16,1,0.8518518518518519,0.34302325581395354,0,0
4,9,3,0.9133159541391942,16,1,0.8518518518518519,0.34302325581395354,0,0
4,16,3,1.113684732598281,16,2,0.8518518518518519,0.34302325581395354,0,0
4,11,3,1.3140535110573681,16,2,0.8518518518518519,0.34302325581395354,0,0
4,20,3,-0.41293453185190515,8,2,0.9523809523809523,0.34302325581395354,0,0
4,6,3,-0.21256575339281822,8,1,0.9523809523809523,0.34302325581395354,0,0
4,6,3,-0.012196974933731263,8,2,0.9523809523809523,0.34302325581395354,0,0
4,14,6,0.5395187371819059,18,1,0.9333333333333333,0.6084788029925188,0,0
4,18,6,-1.2553814127121,10,2,0.9230769230769231,0.6084788029925188,0,0
9,13,8,0.6803942648940371,4,2,0.9421965317919075,0.5301507537688442,0,0
9,15,8,-0.6015169115781046,8,2,0.9523809523809523,0.5301507537688442,0,0
9,9,8,-0.5835566849375142,2,1,0.9038461538461539,0.5301507537688442,1,0
9,16,9,-0.5818729136899589,19,2,0.965034965034965,0.4962593516209476,0,0
9,4,9,-0.37757533565324275,19,1,0.965034965034965,0.4962593516209476,0,0
9,4,9,-0.17327775761652667,19,1,0.965034965034965,0.4962593516209476,0,0
9,7,9,0.034948619997818606,19,1,0.965034965034965,0.4962593516209476,0,0
9,18,9,-1.6404037713197572,10,2,0.9230769230769231,0.4962593516209476,0,0
9,18,9,-1.436106193283041,10,2,0.9230769230769231,0.4962593516209476,0,0
